"subjects" "activities" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyAccMag-mean()" "tGravityAccMag-mean()" "tBodyAccJerkMag-mean()" "tBodyGyroMag-mean()" "tBodyGyroJerkMag-mean()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-meanFreq()-X" "fBodyAcc-meanFreq()-Y" "fBodyAcc-meanFreq()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-meanFreq()-X" "fBodyAccJerk-meanFreq()-Y" "fBodyAccJerk-meanFreq()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-meanFreq()-X" "fBodyGyro-meanFreq()-Y" "fBodyGyro-meanFreq()-Z" "fBodyAccMag-mean()" "fBodyAccMag-meanFreq()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-meanFreq()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-meanFreq()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-meanFreq()" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-std()" "tGravityAccMag-std()" "tBodyAccJerkMag-std()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-std()" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-std()"
1 "SITTING" 0.269077244677419 -0.00842083044225806 -0.10685609783871 0.885407757311828 0.0510576745059785 0.266101993473118 0.0748975765483871 0.00547196689451613 0.00205984244387097 -0.0454097108612903 -0.0760984360043011 0.0521962499139785 -0.0936563612150538 -0.0408787582580645 -0.0451606227408602 -0.958111136021505 -0.958111136021505 -0.987072623548387 -0.938382376774194 -0.99153372860215 -0.982689407419355 -0.950642739784946 -0.964614513225806 0.0171153835253763 0.112670834360215 0.16821482786129 -0.987216178172043 -0.979383454623656 -0.985596039247312 0.28081572408172 0.0370088346550538 0.0926447855129032 -0.979356696021505 -0.978936086021505 -0.955519488387097 0.160153285594194 -0.0631354171612903 0.00520138203129032 -0.954455804086021 0.184362998712903 -0.984575872150538 0.316343279505376 -0.965066022795699 -0.0527401354591398 -0.989829402795699 0.189695564384946 -0.981974067204301 -0.936510571290323 -0.949598404086021 -0.974160955376344 -0.946019507419355 -0.951699505591398 -0.987234545376344 -0.979696175483871 -0.987716618817204 -0.981430791290323 -0.972629799139785 -0.950516009462366 -0.990731181612903 -0.990196467741935 -0.986751934193548 -0.939940130215054 -0.939940130215054 -0.984296032903226 -0.947778744193548 -0.988944909032258 -0.981828331827957 -0.933498042903226 -0.945545816989247 -0.988465480430108 -0.981668260860215 -0.988453749247312 -0.982308491827957 -0.969769910537634 -0.953614848172043 -0.941864337419355 -0.982851643978495 -0.946635138709677 -0.988327374408602
2 "SITTING" 0.264227344617647 -0.00529714878039216 -0.102042565205882 0.885512720784314 0.168636301153281 0.124853866098039 0.0754726761960784 -0.00393329123205882 -0.0081141265904902 -0.0438830847352941 -0.0821964235 0.0975108765858824 -0.100342945519608 -0.038913243972549 -0.0541003684816667 -0.915143874607843 -0.915143874607843 -0.969596209117647 -0.922643069117647 -0.979219821470588 -0.973736822058824 -0.898709310392157 -0.934554502745098 0.0342807135068627 0.0352475741970588 0.0303287759705882 -0.975879456176471 -0.949331053039216 -0.972958040098039 0.21440246362951 -0.0858046245960784 -0.0162998333757843 -0.959040342647059 -0.961766735196078 -0.934384102647059 0.0800296495844118 -0.278151710311765 -0.0911875715147059 -0.91635061254902 0.0281267610509804 -0.96422803 0.257581183936274 -0.947696712647059 -0.156976251705882 -0.977236173137255 0.086574532454902 -0.975568851372549 -0.873091424352941 -0.903096857352941 -0.969128789705882 -0.918042662970588 -0.923821090980392 -0.97558249127451 -0.949202329509804 -0.976807252156863 -0.967737230196078 -0.951527879705882 -0.927177690294118 -0.97124927127451 -0.981481717156863 -0.971326749509804 -0.891922359215686 -0.891922359215686 -0.96458882254902 -0.927175059294118 -0.976299153529412 -0.976656030784314 -0.869171192745098 -0.895046411470588 -0.977505778627451 -0.952947737745098 -0.979385001764706 -0.970620927647059 -0.946722944607843 -0.931728838823529 -0.896778120294118 -0.964125552156863 -0.927116749294118 -0.976479974803922
3 "SITTING" 0.260200843797872 -0.0190050595840426 -0.0909010282414894 0.899663926170213 0.0568118288437234 0.112292092469149 0.0760467119861702 0.00391712330638298 -0.00302920649814894 -0.0422851783191489 -0.0611434665531915 0.0815415746440425 -0.091153513393617 -0.0461049488946809 -0.0509363758234043 -0.914246085851064 -0.914246085851064 -0.966694411702128 -0.917777120106383 -0.973590760212766 -0.96785654712766 -0.916247758723404 -0.917413752446809 -0.0679813430446809 -0.0318348260308511 -0.0512077847769149 -0.970477764148936 -0.956242756170213 -0.963131992659574 0.0463007066244681 -0.206350626854255 -0.172565042176596 -0.953499158829787 -0.947073470212766 -0.939231557340426 -0.00923389310425532 -0.279213383938298 -0.0468940261276596 -0.915773366595745 -0.0154461858085106 -0.958381865319149 0.166965070011383 -0.939269585744681 -0.106946559761702 -0.969852209361702 0.0548245654314894 -0.968329473829787 -0.888806548670213 -0.876045342595745 -0.968319916382979 -0.94340520862766 -0.913543634053192 -0.969529853510638 -0.954909284361702 -0.967294459361702 -0.962392806382979 -0.933640748085106 -0.935073520425532 -0.965236657340426 -0.973568770851064 -0.966931905638298 -0.890522754574468 -0.890522754574468 -0.958322897340426 -0.918218805212766 -0.968248175851064 -0.968927340638298 -0.883845826568085 -0.866608576395745 -0.971280470851064 -0.956623242340426 -0.970128187340425 -0.965372096382979 -0.927896944680851 -0.940347009468085 -0.895617812553192 -0.95742280106383 -0.919706633404255 -0.968186898829787
4 "SITTING" 0.273723558348624 -0.014814850496422 -0.107217430954128 0.863440551559633 0.0140034476926606 0.13541811971945 0.0764952341443119 0.00444948032192661 0.000672334029449541 -0.0402162046841284 -0.0790543449360551 0.0800649626513762 -0.0934147846513761 -0.0372247355150459 -0.0477348445095413 -0.955098926605505 -0.955098926605505 -0.975277719633028 -0.938400183761468 -0.978177173027523 -0.980103300917431 -0.93430138440367 -0.955043189816514 -0.0393906189325688 0.0760947451486239 0.157048451675252 -0.98011717559633 -0.963861370642202 -0.969982143761468 0.146265697949817 -0.0891324339916514 0.0121329733706422 -0.962859675688073 -0.964824167522936 -0.949939675321101 0.176414628798165 -0.0316605013330275 -0.0197282954220184 -0.945426111009174 0.174808999343119 -0.966952469816514 0.247601849550459 -0.951887503853211 0.0261786174082569 -0.971928841376147 0.231908410641284 -0.981520825229358 -0.920856989247706 -0.946619241743119 -0.981072581926606 -0.94839853266055 -0.961134778807339 -0.979350711559633 -0.962786875137615 -0.973278218256881 -0.972975869266055 -0.96406707266055 -0.949968405963303 -0.967797740825688 -0.977041308899083 -0.974379374587156 -0.935583981651376 -0.935583981651376 -0.966525988715596 -0.941970258623853 -0.970732807889908 -0.982347814311927 -0.919316403513761 -0.94575965559633 -0.98043698853211 -0.964301506697248 -0.975247678623853 -0.97643903706422 -0.964063135688073 -0.954803450550459 -0.940520565229358 -0.965120757431193 -0.945853581834862 -0.971118436605505
5 "SITTING" 0.279694455151515 -0.0152179907075758 -0.114141104676768 0.947038114343434 0.0457357812656566 0.0771214298151515 0.0721455661919192 0.0111262220542424 0.00680086995323232 -0.0459175200769697 -0.0550350942878788 0.0501075247646465 -0.0939633009939394 -0.039182531 -0.0486025450323232 -0.935815644747475 -0.935815644747475 -0.975619428787879 -0.920556110707071 -0.981009445353535 -0.976287226464646 -0.937300194747475 -0.930407821111111 0.000620907747777777 0.00837953038484848 -0.0609917648282828 -0.979498908585859 -0.966751304848485 -0.972134323232323 0.158494857051919 -0.0903787611808081 -0.070853492089899 -0.956457602121212 -0.960308432424242 -0.951694789292929 -0.0669312594979798 -0.249724918756667 -0.0507500013080808 -0.933162446161616 -0.00293321496969697 -0.971346257979798 0.219331241964646 -0.946182212626263 -0.126939136870707 -0.978557441717172 0.10992067221101 -0.977768584444444 -0.919307765353535 -0.899356944737374 -0.971569116767677 -0.954814966060606 -0.913732947575758 -0.979240332828283 -0.966671080909091 -0.975788863333333 -0.958641401111111 -0.952558804646465 -0.944507042424242 -0.975894348282828 -0.980160848888889 -0.978988995858586 -0.915730685444444 -0.915730685444444 -0.971532501919192 -0.923154246565657 -0.977268484646465 -0.978608199191919 -0.915655900606061 -0.891391428383838 -0.980911740707071 -0.96909700959596 -0.978155694848485 -0.960042457070707 -0.948957798383838 -0.94752437 -0.919747043090909 -0.970790679292929 -0.922930796666667 -0.97717616969697
6 "SITTING" 0.271017939315789 -0.00628802552210526 -0.100739866348421 0.880485552631579 0.168748350073684 0.166866004621053 0.0769255380905263 -0.00376322217478947 -0.0171586056141053 -0.0448225046263158 -0.0928060921789474 0.0771435942672632 -0.094174355231579 -0.0406641795873684 -0.0456248855273684 -0.955002779157895 -0.955002779157895 -0.987833933368421 -0.942203923684211 -0.992218448526316 -0.985781181684211 -0.952190830842105 -0.957758303178947 -0.0843246459273684 0.0650184737673684 0.108844017294737 -0.988949335473684 -0.982125913684211 -0.984164035157895 0.246595948821053 0.0245285569589474 0.0517889774242105 -0.98272532831579 -0.979615595578947 -0.965195531578947 0.108390583670526 -0.181212319101053 -0.0137894795695789 -0.952582510136842 0.136498799409895 -0.984757512421053 0.334567364031579 -0.969650188631579 -0.0643758851021053 -0.989790222421053 0.179256756463158 -0.984452321052632 -0.933333591610526 -0.939082725789474 -0.974299400105263 -0.944627010873684 -0.93315645831579 -0.989128616947368 -0.982581075894737 -0.986485679473684 -0.985205003473684 -0.975713541052632 -0.963374816105263 -0.992287932736842 -0.990370556736842 -0.987624340736842 -0.934065868515789 -0.934065868515789 -0.984868854421053 -0.958643832210526 -0.989159354421053 -0.984009770105263 -0.928903549610526 -0.934044150526316 -0.990404762315789 -0.984518757263158 -0.987437041894737 -0.986048714526316 -0.973745143789474 -0.966149680631579 -0.935233091157895 -0.983968553789474 -0.958933578736842 -0.988763441368421
7 "SITTING" 0.276942468454545 -0.0138570642118182 -0.112355489036364 0.891578364181818 0.170277212265455 0.1747199337 0.0764084044909091 0.00349605383409091 0.00545994470621091 -0.0365304104545455 -0.0719276989209091 0.0806510894363636 -0.0951687898454545 -0.0395047730236364 -0.0514533568909091 -0.973217064818182 -0.973217064818182 -0.984803767363636 -0.965227923363636 -0.992293588363636 -0.987525250272727 -0.956285135636364 -0.978110163727273 0.00229481423909091 0.135387147365455 0.206155355780909 -0.986579920272727 -0.975842827818182 -0.985044808454545 0.195514381868182 -0.0352282380436364 0.0590919048145455 -0.987622453818182 -0.985779965090909 -0.969260123181818 0.114640310947636 -0.127295749972727 0.0313347451281818 -0.969500382818182 0.253540987772727 -0.983135599090909 0.330526465031818 -0.978471874636364 0.00630060243 -0.991169393090909 0.247577273113636 -0.988782301272727 -0.949138324818182 -0.973138768272727 -0.991165182272727 -0.967536624090909 -0.975122325545455 -0.986185176454546 -0.975698063363636 -0.986919393181818 -0.990129881545455 -0.984583088454545 -0.96770638 -0.992402557636364 -0.991492570090909 -0.987129699090909 -0.963761528181818 -0.963761528181818 -0.983138222727273 -0.971057821727273 -0.990719375454545 -0.989357583545455 -0.948512395272727 -0.971945760363636 -0.987013158090909 -0.977372169454545 -0.987350951909091 -0.990944017636364 -0.983988952 -0.970272649 -0.965986871818182 -0.982007719 -0.971355417181818 -0.990457614454545
8 "SITTING" 0.278920751166667 -0.01201515636975 -0.104783969675 0.93101742925 0.0239321694058333 0.0408548503091667 0.0744458096 0.00132302954118333 -0.00387776135975 -0.0398414106416667 -0.0678944367333333 0.077142079925 -0.0942710509333333 -0.0419574367166667 -0.0490264055666667 -0.948894998333333 -0.948894998333333 -0.977760470833333 -0.94100630575 -0.985398574833333 -0.9790671595 -0.939549385333333 -0.946035336916667 -0.0993087834716667 -0.0434474947508333 -0.0113017813966667 -0.981938973916667 -0.970165354583333 -0.973004690083333 0.0767375989808333 -0.17288917039975 -0.1129977286275 -0.973812009333333 -0.96696671625 -0.953689236666667 -0.0663552101198333 -0.326673813151667 -0.1171347095375 -0.944067832416667 0.0293921173266667 -0.97229515875 0.215628628715 -0.95786373075 -0.173625903083333 -0.98115550225 0.106829856094 -0.980031034083333 -0.926588554341667 -0.926257194333333 -0.981532148666667 -0.959486142466667 -0.93700731355 -0.981543820916667 -0.96951603525 -0.976347391416667 -0.978343451083333 -0.960979166 -0.9489814645 -0.983206109083333 -0.98293634925 -0.98112675875 -0.932243338833333 -0.932243338833333 -0.972900354333333 -0.943774971666667 -0.980425677916667 -0.980524482 -0.924483478941667 -0.921676116383333 -0.982825542416667 -0.971051770916667 -0.978333417083333 -0.979846335416667 -0.958110964416667 -0.95226021575 -0.936320449083333 -0.972760493583333 -0.944982249416667 -0.980553953583333
9 "SITTING" 0.273209813685039 -0.0124720208848819 -0.107974851307087 0.906038177716535 0.19553878211811 0.0599699067548032 0.0773294759606299 -0.00162142067947244 -0.00170863439625197 -0.0365930479110236 -0.0774892286661417 0.0870839705905512 -0.0952649730551181 -0.0401476962038583 -0.0519767540645669 -0.964189787244095 -0.964189787244095 -0.985812271102362 -0.961241159291339 -0.991716390708661 -0.988177664724409 -0.951694779732283 -0.965242790629921 -0.00890745996456693 0.045746025792126 0.12225209219937 -0.988508373543307 -0.978731511732283 -0.983335788188976 0.212035342501709 -0.0473602415275591 0.0160803371692913 -0.985897683937008 -0.980271764409449 -0.970991087952756 0.0709707895444095 -0.222579015549606 -0.0290032522607087 -0.960007167070866 0.123708096722835 -0.984571923385827 0.302104720417323 -0.976017178110236 -0.0808545318566142 -0.99054172976378 0.21030830738622 -0.988963410551181 -0.940530929370079 -0.953470543779528 -0.986389939606299 -0.958623750629921 -0.958559905433071 -0.988377603858268 -0.978901598740157 -0.985753786141732 -0.988154605590551 -0.976731039370079 -0.967787896456693 -0.992114252362205 -0.990028191259843 -0.988961463385827 -0.951793030629921 -0.951793030629921 -0.98505635519685 -0.966570995905512 -0.990257881968504 -0.989374034094488 -0.938350107637795 -0.950361901732283 -0.989300678188976 -0.980696682992126 -0.986791553149606 -0.988887082047244 -0.974953342834646 -0.969774896141732 -0.954397749370079 -0.984527809527559 -0.966445012755906 -0.990269137952756
10 "SITTING" 0.280768574492754 -0.0102497939956522 -0.0891404038405797 0.942457377971014 -0.086588253942029 0.0892682200463768 0.0734346720289855 0.00985642890855072 -0.0115030575052174 -0.0412014042275362 -0.0574525433043478 0.0795736310463768 -0.0957204520289855 -0.0450369280637681 -0.0588371273536232 -0.961879680724638 -0.961879680724638 -0.987472699130435 -0.946417382463768 -0.992444606231884 -0.987043828985507 -0.961456685507246 -0.959552230434783 -0.00757859632753623 0.149987934068116 0.131560420550725 -0.990964251304348 -0.981752167391304 -0.981178036811594 0.203452532052174 -0.027202812815942 0.0110173707550725 -0.978632856956522 -0.96679600173913 -0.960058264057971 0.138693078721014 -0.174805735936232 0.207112798289855 -0.958335480724638 0.240617264101449 -0.983968635942029 0.320055144681159 -0.954060994347826 0.000688060278260866 -0.989363136376812 0.232631765847826 -0.986825605362319 -0.951607872463768 -0.939672247101449 -0.980158243333333 -0.968023206956522 -0.945813561478261 -0.990861134782609 -0.981800970724638 -0.983487212898551 -0.981037373333333 -0.958336595507246 -0.960287831304348 -0.98958327942029 -0.990621793333333 -0.988364321449275 -0.941051236086957 -0.941051236086957 -0.983615334057971 -0.937942404637681 -0.988261252608696 -0.986892418405797 -0.949829260434783 -0.934652146521739 -0.991567867681159 -0.983230774492754 -0.984362469130435 -0.982057861449275 -0.954343752463768 -0.964270052318841 -0.942588250115942 -0.982190554782609 -0.938863215072464 -0.987506348985507
11 "SITTING" 0.2773570196875 -0.014156274084375 -0.11362408509375 0.94488374765625 -0.002814673171875 -0.135803881679687 0.075070986171875 0.0056097104915625 -0.0015544841534375 -0.042549159015625 -0.0669245931234375 0.0860053803375 -0.094247696875 -0.0411134199378125 -0.051090324421875 -0.97274734640625 -0.97274734640625 -0.99281471515625 -0.967177744375 -0.996334795 -0.9939693815625 -0.96992798921875 -0.97484160453125 0.0284866289765625 0.135749049678125 0.183913630364062 -0.99454262109375 -0.9883274196875 -0.9888280653125 0.232009757914063 0.0885338998796875 0.099508166859375 -0.98841106765625 -0.98879397953125 -0.98161709828125 0.167684958779688 -0.148799346228125 0.123430240928125 -0.973626755 0.126009669051562 -0.99142725046875 0.38152125453125 -0.98336929234375 -0.0181759388351563 -0.995204564375 0.3586823609625 -0.9944439053125 -0.96185862984375 -0.96572919578125 -0.99019661703125 -0.9667201059375 -0.9566106440625 -0.99434060296875 -0.98863700234375 -0.990529261875 -0.98963832578125 -0.98612868078125 -0.9797052259375 -0.9952559371875 -0.9949818809375 -0.9938412575 -0.96506519109375 -0.96506519109375 -0.99144649921875 -0.97541025484375 -0.994446755625 -0.99465731359375 -0.959789141875 -0.96292107328125 -0.9946131621875 -0.98991581109375 -0.99081824828125 -0.99004126046875 -0.984813098125 -0.9809696453125 -0.9653996796875 -0.99031962640625 -0.97471085296875 -0.99362452375
12 "SITTING" 0.273830316164384 -0.016739260030137 -0.10870765430137 0.581371509041096 0.360343534657534 0.489126594657534 0.0753747129191781 0.0137921005843836 0.00173106800213699 -0.0214151280054795 -0.0520207886438356 0.0968980718168493 -0.100986131452055 -0.0425170215068493 -0.0590801684246575 -0.962074065616438 -0.962074065616438 -0.986423976027397 -0.942229043835616 -0.989450316575342 -0.979238031780822 -0.960763181917808 -0.96633509109589 -0.315288055164384 -0.00741060234232877 -0.00357815742876712 -0.986775590136986 -0.979141571643836 -0.98398048 0.091700311709589 -0.0925759101945205 0.0185381853307808 -0.981743664931507 -0.968188675753425 -0.968235777945205 -0.0192868116287671 -0.39302195830137 -0.147366971379452 -0.962632577945206 -0.0538580142455342 -0.983751646712329 0.268456602178082 -0.964238768493151 -0.192451620806849 -0.986727418493151 0.0978646251164384 -0.976357663013699 -0.950388943972603 -0.951929615068493 -0.969355010136986 -0.96996981369863 -0.960394960821918 -0.987043285479452 -0.979267729041096 -0.986704740273973 -0.984625306849315 -0.959758309589041 -0.96559497630137 -0.988464752739726 -0.987465915068493 -0.98531069 -0.951755657260274 -0.951755657260274 -0.984205184931507 -0.950491807945205 -0.985831284657534 -0.975204245342466 -0.948053070136986 -0.947514931780822 -0.988576991369863 -0.980999857671233 -0.988151915753425 -0.985576048219178 -0.955598610136986 -0.967869249178082 -0.952802277671233 -0.983687272739726 -0.950484417260274 -0.985416444657534
13 "SITTING" 0.277539616823529 -0.0144009705494118 -0.112057887741176 0.940031368 0.0215206708823529 -0.0567766060705882 0.0757109789882353 0.0121020139594259 -0.000175352166235294 -0.0198712820612471 -0.0653077503317647 0.0831326042823529 -0.101114775129412 -0.0391483428502824 -0.0526409877294118 -0.974734999411765 -0.974734999411765 -0.985947225176471 -0.964971113764706 -0.990307349882353 -0.990610228 -0.968060947058824 -0.970859342941176 0.0879110564870588 0.173532229868235 0.127984474170588 -0.989759187058823 -0.979180438588235 -0.983434322941176 0.244349529764706 -0.0118456245047059 0.0250360370447059 -0.984893559764706 -0.979830938 -0.976839728941176 0.0890460544552941 -0.16118334856 0.0208820463952941 -0.974829227058824 0.250062689644706 -0.985342358705882 0.327937039236471 -0.977839702352941 0.0449663254035294 -0.990014272588235 0.248299546952471 -0.991777287176471 -0.966877560941176 -0.959567861764706 -0.992936404470588 -0.979355363176471 -0.965426493882353 -0.989439392235294 -0.979002804823529 -0.985823622941176 -0.988410501294118 -0.976380487294118 -0.976972658588235 -0.989472968470588 -0.989722663529412 -0.987954515294118 -0.971994251294118 -0.971994251294118 -0.986520865058824 -0.971225061647059 -0.990302232705882 -0.992375229411765 -0.96756129 -0.956412505058824 -0.990027822470588 -0.980347168823529 -0.986845672352941 -0.98955931 -0.974723217647059 -0.979130678470588 -0.974447593176471 -0.986991549529412 -0.972027251294118 -0.991062204823529
14 "SITTING" 0.273583822709677 -0.0123468446419355 -0.105827369516129 0.839305928709677 0.208553884 0.315551492322581 0.0807687311935484 -0.000842715149193548 -0.0126852481958065 -0.0360430675032258 -0.0793617444354839 0.0804426775241936 -0.0986493161935484 -0.0423409822741935 -0.0517193986693548 -0.942167353870968 -0.942167353870968 -0.979303714032258 -0.942077432741935 -0.98547603483871 -0.978505368225806 -0.939546007903226 -0.946635312419355 -0.162725371198387 -0.0080693304516129 -0.099919259516129 -0.980944505967742 -0.963129472580645 -0.975330718709677 0.214704630348387 -0.0605385147354839 -0.0355355531241935 -0.977266731129032 -0.959161754193548 -0.948367052258065 -0.0392582344514516 -0.273301879941935 -0.11797502196129 -0.943078237096774 -0.0543672717149677 -0.968908297096774 0.207314701474194 -0.951952767258065 -0.17107118966129 -0.977775448387097 0.0911684162903226 -0.978466823709677 -0.928059133795645 -0.917564853870968 -0.972009988709677 -0.954225015274194 -0.927950649854839 -0.981664149193548 -0.964782832419355 -0.978928356290323 -0.981099172419355 -0.950173478548387 -0.946501417741936 -0.985671250322581 -0.980275619354839 -0.97954410516129 -0.924336184035484 -0.924336184035484 -0.968576776774194 -0.933268487096774 -0.976503766290323 -0.97862319016129 -0.926995253483871 -0.909344305645161 -0.984299609032258 -0.969776055483871 -0.981272224354839 -0.982373346290323 -0.946107943548387 -0.951045695483871 -0.926798029822581 -0.967026275967742 -0.93356300983871 -0.976318114516129
15 "SITTING" 0.273351251617647 -0.0133945015676471 -0.103808679294118 0.936509242941176 0.1217510625 0.0630111556279412 0.0770022352205882 0.0101351394211029 -0.00148823351367647 -0.0472583464367647 -0.0684325551029412 0.0645673209117647 -0.0967422192647059 -0.0434602554691176 -0.0485561086867647 -0.944080772941176 -0.944080772941176 -0.982375503382353 -0.936593426911765 -0.986514066029412 -0.986325670882353 -0.953460406470588 -0.942031166764706 0.0459466909620588 0.130083858026471 0.0837341059411765 -0.984550863529412 -0.978136218235294 -0.972656226029412 0.285643525808824 -0.0438597429455882 0.0323132713205882 -0.977149986617647 -0.957920288823529 -0.965428833529412 0.0704401990367647 -0.0826203849176471 0.137545517458824 -0.945837830147059 0.162284907683824 -0.974121466764706 0.199533745057059 -0.952293277205882 0.125456560348529 -0.980707211470588 0.0531832551514706 -0.987607636617647 -0.934933559264706 -0.905584390323529 -0.984536722205882 -0.960917426323529 -0.923953600294118 -0.984561803823529 -0.978045837794118 -0.975978995 -0.980363734264706 -0.948109526029412 -0.9597186325 -0.987084633970588 -0.980727445294118 -0.988130142058824 -0.924963263235294 -0.924963263235294 -0.973668776323529 -0.937006097352941 -0.979226997941177 -0.988345258235294 -0.930781487205882 -0.896125263911765 -0.986019630441176 -0.979564696911765 -0.977936447205882 -0.981523241176471 -0.943733421029412 -0.961914054264706 -0.927090118382353 -0.972117016617647 -0.938680776617647 -0.978499038088235
16 "SITTING" 0.278541482461538 -0.0147696808030769 -0.109160440476923 0.865686078153846 0.208287142261538 0.167140956385077 0.0752087009912308 0.00485415893230769 0.00210760835861538 -0.0352052091230769 -0.0748002714615385 0.0852783892769231 -0.0954801379692308 -0.0391651423907692 -0.0495595643230769 -0.970409337076923 -0.970409337076923 -0.989545142461538 -0.966568718615385 -0.99286465 -0.991405498153846 -0.959117259384615 -0.974776131230769 -0.0316398345215385 0.125306723301538 0.108178546465692 -0.992478846153846 -0.982957002923077 -0.986326396461538 0.176656276830769 -0.0408130188664615 0.0587166219230769 -0.988002552461538 -0.983827801076923 -0.975805890153846 0.136192219210769 -0.300483308276923 0.0368690794884615 -0.967017992615385 0.194658204369231 -0.987941825538462 0.300439878492308 -0.979350913692308 -0.0911441489753846 -0.991781701692308 0.253370240815385 -0.991892828615385 -0.947457617061538 -0.965139552153846 -0.988879980615385 -0.963415016923077 -0.969459982461538 -0.992278621692308 -0.982870991692308 -0.988433153384615 -0.989907584153846 -0.981193501846154 -0.972637558615385 -0.992304653846154 -0.991315767692308 -0.991491387846154 -0.960003414461538 -0.960003414461538 -0.988311804923077 -0.970639125692308 -0.991766403076923 -0.992124279384615 -0.944842993230769 -0.962090614615385 -0.992750109846154 -0.984068025384615 -0.989156105538462 -0.990550003076923 -0.979828883230769 -0.974172870615385 -0.961997268307692 -0.987618801076923 -0.970321897230769 -0.992019559538462
17 "SITTING" 0.258243530166667 -0.00713364541358974 -0.0974448692333333 0.782955611794872 0.223105562025641 0.314387627435897 0.0764443226333333 0.00692238958961538 -0.00780237981320513 -0.0370217449628205 -0.0840648503320513 0.0711109471666667 -0.095984817 -0.0403070205666667 -0.0487627204433077 -0.953079994102564 -0.953079994102564 -0.990898435769231 -0.954052945897436 -0.994466446282051 -0.982579546025641 -0.954299410641026 -0.967519149358974 -0.14901757589359 0.112830239679487 0.0745313733174231 -0.992025427435897 -0.985862886410256 -0.987989982948718 0.17657695075641 0.0466390168589744 0.0548784456073077 -0.990144882307692 -0.981740793333333 -0.970423693717949 0.106739301755128 -0.38419769075641 0.0345111450307692 -0.952411043717949 0.0890797482948718 -0.989481942820513 0.336786740217949 -0.97646387 -0.185666085064103 -0.993985447564103 0.300529363615385 -0.979768987948718 -0.94079896551282 -0.950004414102564 -0.965082925641026 -0.949286700807692 -0.944580863846154 -0.99225839525641 -0.986215215641026 -0.99000871051282 -0.991027700512821 -0.973444813846154 -0.966441338076923 -0.995882512051282 -0.993139833846154 -0.991929788974359 -0.933602783410256 -0.933602783410256 -0.989986111666667 -0.964742022307692 -0.994033207051282 -0.978755176794872 -0.937783538974359 -0.94478134025641 -0.99329986051282 -0.987754588717949 -0.990693114358974 -0.991318436410256 -0.969488188974359 -0.968266666923077 -0.934587699141026 -0.989521272820513 -0.963650652307692 -0.99420976974359
